date,PRC,RET,RETX
19790718,50.375,0,0
19790719,50.375,0,0
19790720,50.25,-0.002481,-0.002481
19790723,50,-0.004975,-0.004975
19790724,50.5,0.01,0.01
19790725,51,0.009901,0.009901
19790726,51.5,0.009804,0.009804
19790727,51.5,0,0
19790730,51.375,-0.002427,-0.002427
19790731,51.75,0.007299,0.007299
19790801,51.625,-0.002415,-0.002415
19790802,51.375,-0.004843,-0.004843
19790803,51.25,-0.002433,-0.002433
19790806,51.5,0.004878,0.004878
19790807,52.625,0.021845,0.021845
19790808,53.125,0.009501,0.009501
19790809,52.875,-0.004706,-0.004706
19790810,54,0.021277,0.021277
19790813,54.125,0.002315,0.002315
19790814,54.375,0.004619,0.004619
19790815,54.875,0.009195,0.009195
19790816,54.75,-0.002278,-0.002278
19790817,54.75,0,0
19790820,54.875,0.002283,0.002283
19790821,54.75,-0.002278,-0.002278
19790822,54.25,-0.009132,-0.009132
19790823,53.75,-0.009217,-0.009217
19790824,53.25,-0.009302,-0.009302
19790827,52.75,-0.00939,-0.00939
19790828,52.75,0,0
19790829,53,0.004739,0.004739
19790830,53.125,0.002358,0.002358
19790831,53.25,0.002353,0.002353
19790904,52.875,-0.007042,-0.007042
19790905,52.25,-0.01182,-0.01182
19790906,52.125,-0.002392,-0.002392
19790907,52.125,0,0
19790910,51.875,-0.004796,-0.004796
19790911,51.125,-0.014458,-0.014458
19790912,51.25,0.002445,0.002445
19790913,51,-0.004878,-0.004878
19790914,51.25,0.004902,0.004902
19790917,51.625,0.007317,0.007317
19790918,50.625,-0.005811,-0.01937
19790919,50.375,-0.004938,-0.004938
19790920,51.25,0.01737,0.01737
19790921,51.25,0,0
19790924,51.125,-0.002439,-0.002439
19790925,51.375,0.00489,0.00489
19790926,51,-0.007299,-0.007299
19790927,51.125,0.002451,0.002451
19790928,50.75,-0.007335,-0.007335
19791001,50.25,-0.009852,-0.009852
19791002,51,0.014925,0.014925
19791003,50.875,-0.002451,-0.002451
19791004,51.5,0.012285,0.012285
19791005,51.875,0.007282,0.007282
19791008,51.25,-0.012048,-0.012048
19791009,50.125,-0.021951,-0.021951
19791010,49.25,-0.017456,-0.017456
19791011,48.75,-0.010152,-0.010152
19791012,48.75,0,0
19791015,47.875,-0.017949,-0.017949
19791016,47.625,-0.005222,-0.005222
19791017,48,0.007874,0.007874
19791018,47.75,-0.005208,-0.005208
19791019,46.875,-0.018325,-0.018325
19791022,47,0.002667,0.002667
19791023,47,0,0
19791024,47,0,0
19791025,47.125,0.00266,0.00266
19791026,47.75,0.013263,0.013263
19791029,47.75,0,0
19791030,48.875,0.02356,0.02356
19791031,48.375,-0.01023,-0.01023
19791101,48.375,0,0
19791102,48.25,-0.002584,-0.002584
19791105,48,-0.005181,-0.005181
19791106,47.25,-0.015625,-0.015625
19791107,46.5,-0.015873,-0.015873
19791108,46.875,0.008065,0.008065
19791109,46.75,-0.002667,-0.002667
19791112,47.75,0.02139,0.02139
19791113,47.125,-0.013089,-0.013089
19791114,46.625,-0.01061,-0.01061
19791115,46.5,-0.002681,-0.002681
19791116,46.25,-0.005376,-0.005376
19791119,45.625,-0.013514,-0.013514
19791120,45.75,0.00274,0.00274
19791121,46.375,0.013661,0.013661
19791123,47,0.013477,0.013477
19791126,47.625,0.013298,0.013298
19791127,47,-0.013123,-0.013123
19791128,47,0,0
19791129,47.25,0.005319,0.005319
19791130,46.125,-0.008995,-0.02381
19791203,45.75,-0.00813,-0.00813
19791204,45.875,0.002732,0.002732
19791205,46.375,0.010899,0.010899
19791206,46.5,0.002695,0.002695
19791207,46.875,0.008065,0.008065
19791210,46.625,-0.005333,-0.005333
19791211,47.125,0.010724,0.010724
19791212,47.625,0.01061,0.01061
19791213,49.125,0.031496,0.031496
19791214,48.25,-0.017812,-0.017812
19791217,49.625,0.028497,0.028497
19791218,48.625,-0.020151,-0.020151
19791219,49,0.007712,0.007712
19791220,49.25,0.005102,0.005102
19791221,50.25,0.020305,0.020305
19791224,50.5,0.004975,0.004975
19791226,50.5,0,0
19791227,50.875,0.007426,0.007426
19791228,50.875,0,0
19791231,50.625,-0.004914,-0.004914
19800102,48.75,-0.037037,-0.037037
19800103,49.375,0.012821,0.012821
19800104,51,0.032911,0.032911
19800107,52.75,0.034314,0.034314
19800108,54.625,0.035545,0.035545
19800109,54,-0.011442,-0.011442
19800110,54.25,0.00463,0.00463
19800111,54.125,-0.002304,-0.002304
19800114,54.125,0,0
19800115,52.875,-0.023095,-0.023095
19800116,53.5,0.01182,0.01182
19800117,53.5,0,0
19800118,53.5,0,0
19800121,54.625,0.021028,0.021028
19800122,53.625,-0.018307,-0.018307
19800123,54.75,0.020979,0.020979
19800124,54.625,-0.002283,-0.002283
19800125,54.875,0.004577,0.004577
19800128,55.375,0.009112,0.009112
19800129,54.375,-0.018059,-0.018059
19800130,56.25,0.034483,0.034483
19800131,55,-0.022222,-0.022222
19800201,55.875,0.015909,0.015909
19800204,55,-0.01566,-0.01566
19800205,55.75,0.013636,0.013636
19800206,56.25,0.008969,0.008969
19800207,55.25,-0.017778,-0.017778
19800208,54.75,-0.00905,-0.00905
19800211,54.125,-0.011416,-0.011416
19800212,54.375,0.004619,0.004619
19800213,54.875,0.009195,0.009195
19800214,54,-0.015945,-0.015945
19800215,52.625,-0.025463,-0.025463
19800219,51.875,-0.014252,-0.014252
19800220,52.25,0.007229,0.007229
19800221,51.25,-0.019139,-0.019139
19800222,50.625,-0.012195,-0.012195
19800225,49.875,-0.014815,-0.014815
19800226,50.625,0.015038,0.015038
19800227,49.875,-0.014815,-0.014815
19800228,49.75,-0.002506,-0.002506
19800229,50.25,0.024121,0.01005
19800303,49.875,-0.007463,-0.007463
19800304,49.75,-0.002506,-0.002506
19800305,49,-0.015075,-0.015075
19800306,48.375,-0.012755,-0.012755
19800307,48.625,0.005168,0.005168
19800310,48.75,0.002571,0.002571
19800311,49,0.005128,0.005128
19800312,48.75,-0.005102,-0.005102
19800313,48,-0.015385,-0.015385
19800314,47.875,-0.002604,-0.002604
19800317,46.75,-0.023499,-0.023499
19800318,47.375,0.013369,0.013369
19800319,46.5,-0.01847,-0.01847
19800320,45.75,-0.016129,-0.016129
19800321,46.25,0.010929,0.010929
19800324,45.375,-0.018919,-0.018919
19800325,45.375,0,0
19800326,45.5,0.002755,0.002755
19800327,45.25,-0.005495,-0.005495
19800328,47.75,0.055249,0.055249
19800331,48.125,0.007853,0.007853
19800401,47.25,-0.018182,-0.018182
19800402,47.5,0.005291,0.005291
19800403,48.375,0.018421,0.018421
19800407,46.5,-0.03876,-0.03876
19800408,46.75,0.005376,0.005376
19800409,47,0.005348,0.005348
19800410,47.625,0.013298,0.013298
19800411,47.5,-0.002625,-0.002625
19800414,47.625,0.002632,0.002632
19800415,47.625,0,0
19800416,46.375,-0.026247,-0.026247
19800417,45.75,-0.013477,-0.013477
19800418,44.75,-0.021858,-0.021858
19800421,44.75,0,0
19800422,45.75,0.022346,0.022346
19800423,46.25,0.010929,0.010929
19800424,46.625,0.008108,0.008108
19800425,47,0.008043,0.008043
19800428,47.25,0.005319,0.005319
19800429,47.375,0.002646,0.002646
19800430,47.5,0.002639,0.002639
19800501,46.25,-0.026316,-0.026316
19800502,45.875,-0.008108,-0.008108
19800505,46.375,0.010899,0.010899
19800506,46.375,0,0
19800507,47.5,0.024259,0.024259
19800508,47.125,-0.007895,-0.007895
19800509,46.875,-0.005305,-0.005305
19800512,46.75,-0.002667,-0.002667
19800513,46.75,0,0
19800514,46.625,-0.002674,-0.002674
19800515,47.25,0.013405,0.013405
19800516,47,-0.005291,-0.005291
19800519,47.375,0.007979,0.007979
19800520,47.375,0,0
19800521,47.625,0.005277,0.005277
19800522,48.375,0.015748,0.015748
19800523,49.625,0.02584,0.02584
19800527,49.875,0.005038,0.005038
19800528,49.75,-0.002506,-0.002506
19800529,49.375,-0.007538,-0.007538
19800530,49.5,0.017722,0.002532
19800602,48.75,-0.015152,-0.015152
19800603,48.75,0,0
19800604,49.625,0.017949,0.017949
19800605,50.375,0.015113,0.015113
19800606,50.625,0.004963,0.004963
19800609,50,-0.012346,-0.012346
19800610,50.125,0.0025,0.0025
19800611,50.25,0.002494,0.002494
19800612,50,-0.004975,-0.004975
19800613,49.75,-0.005,-0.005
19800616,50,0.005025,0.005025
19800617,50.875,0.0175,0.0175
19800618,50.5,-0.007371,-0.007371
19800619,49.75,-0.014851,-0.014851
19800620,50.125,0.007538,0.007538
19800623,50.5,0.007481,0.007481
19800624,51,0.009901,0.009901
19800625,51.75,0.014706,0.014706
19800626,51.5,-0.004831,-0.004831
19800627,51.75,0.004854,0.004854
19800630,51.5,-0.004831,-0.004831
19800701,52,0.009709,0.009709
19800702,53.25,0.024038,0.024038
19800703,53.375,0.002347,0.002347
19800707,53.25,-0.002342,-0.002342
19800708,53.625,0.007042,0.007042
19800709,53.375,-0.004662,-0.004662
19800710,52.75,-0.01171,-0.01171
19800711,53.75,0.018957,0.018957
19800714,54.875,0.02093,0.02093
19800715,54.5,-0.006834,-0.006834
19800716,54.5,0,0
19800717,55.125,0.011468,0.011468
19800718,55.375,0.004535,0.004535
19800721,55.25,-0.002257,-0.002257
19800722,54.625,-0.011312,-0.011312
19800723,54.375,-0.004577,-0.004577
19800724,53.875,-0.009195,-0.009195
19800725,54,0.00232,0.00232
19800728,54.25,0.00463,0.00463
19800729,54.875,0.011521,0.011521
19800730,56,0.020501,0.020501
19800731,56.25,0.004464,0.004464
19800801,56,-0.004444,-0.004444
19800804,56,0,0
19800805,56.25,0.004464,0.004464
19800806,55.5,-0.013333,-0.013333
19800807,55.75,0.004505,0.004505
19800808,56.375,0.011211,0.011211
19800811,57.25,0.015521,0.015521
19800812,57.25,0,0
19800813,56.75,-0.008734,-0.008734
19800814,58,0.022026,0.022026
19800815,57.625,-0.006466,-0.006466
19800818,56.625,-0.017354,-0.017354
19800819,56,-0.011038,-0.011038
19800820,56.375,0.006696,0.006696
19800821,57,0.011086,0.011086
19800822,56.625,-0.006579,-0.006579
19800825,56,-0.011038,-0.011038
19800826,56,0,0
19800827,54.875,-0.020089,-0.020089
19800828,54.5,-0.006834,-0.006834
19800829,54.5,0,0
19800902,55.125,0.011468,0.011468
19800903,55.25,0.002268,0.002268
19800904,55,-0.004525,-0.004525
19800905,54.125,-0.015909,-0.015909
19800908,52.375,-0.032333,-0.032333
19800909,53.125,0.01432,0.01432
19800910,53.5,0.007059,0.007059
19800911,53.75,0.004673,0.004673
19800912,53.625,-0.002326,-0.002326
19800915,53.625,0,0
19800916,52.875,0,-0.013986
19800917,54.625,0.033097,0.033097
19800918,54.5,-0.002288,-0.002288
19800919,54.5,0,0
19800922,55.75,0.022936,0.022936
19800923,54.625,-0.020179,-0.020179
19800924,54.375,-0.004577,-0.004577
19800925,54.125,-0.004598,-0.004598
19800926,53.625,-0.009238,-0.009238
19800929,52.25,-0.025641,-0.025641
19800930,52.625,0.007177,0.007177
19801001,52.125,-0.009501,-0.009501
19801002,52.5,0.007194,0.007194
19801003,53.75,0.02381,0.02381
19801006,55,0.023256,0.023256
19801007,54.375,-0.011364,-0.011364
19801008,54.125,-0.004598,-0.004598
19801009,54.375,0.004619,0.004619
19801010,53.5,-0.016092,-0.016092
19801013,53.625,0.002336,0.002336
19801014,53.75,0.002331,0.002331
19801015,54,0.004651,0.004651
19801016,54.125,0.002315,0.002315
19801017,53.75,-0.006928,-0.006928
19801020,53.375,-0.006977,-0.006977
19801021,53.875,0.009368,0.009368
19801022,53.625,-0.00464,-0.00464
19801023,52.5,-0.020979,-0.020979
19801024,52.25,-0.004762,-0.004762
19801027,52.125,-0.002392,-0.002392
19801028,52.375,0.004796,0.004796
19801029,53.25,0.016706,0.016706
19801030,53.875,0.011737,0.011737
19801031,54.125,0.00464,0.00464
19801103,54.375,0.004619,0.004619
19801105,55.75,0.025287,0.025287
19801106,54.75,-0.017937,-0.017937
19801107,54.5,-0.004566,-0.004566
19801110,55,0.009174,0.009174
19801111,55.875,0.015909,0.015909
19801112,56.75,0.01566,0.01566
19801113,57.625,0.015419,0.015419
19801114,58.25,0.010846,0.010846
19801117,58.25,0,0
19801118,59.5,0.021459,0.021459
19801119,60.375,0.014706,0.014706
19801120,61.5,0.018634,0.018634
19801121,62.25,0.012195,0.012195
19801124,62.375,0.002008,0.002008
19801125,62.375,0,0
19801126,62,-0.006012,-0.006012
19801128,61.875,-0.002016,-0.002016
19801201,60.25,-0.026263,-0.026263
19801202,59.75,0.004149,-0.008299
19801203,59.875,0.002092,0.002092
19801204,61.375,0.025052,0.025052
19801205,59.125,-0.03666,-0.03666
19801208,58.25,-0.014799,-0.014799
19801209,58.25,0,0
19801210,57,-0.021459,-0.021459
19801211,56.5,-0.008772,-0.008772
19801212,57.25,0.013274,0.013274
19801215,57,-0.004367,-0.004367
19801216,58,0.017544,0.017544
19801217,58,0,0
19801218,57.625,-0.006466,-0.006466
19801219,58,0.006508,0.006508
19801222,60,0.034483,0.034483
19801223,60.625,0.010417,0.010417
19801224,60.25,-0.006186,-0.006186
19801226,60.75,0.008299,0.008299
19801229,60.125,-0.010288,-0.010288
19801230,60.125,0,0
19801231,61.25,0.018711,0.018711
19810102,61.875,0.010204,0.010204
19810105,63.875,0.032323,0.032323
19810106,64.5,0.009785,0.009785
19810107,63.5,-0.015504,-0.015504
19810108,62.75,-0.011811,-0.011811
19810109,63.25,0.007968,0.007968
19810112,63.25,0,0
19810113,62.5,-0.011858,-0.011858
19810114,61,-0.024,-0.024
19810115,61.125,0.002049,0.002049
19810116,61,-0.002045,-0.002045
19810119,61,0,0
19810120,59.75,-0.020492,-0.020492
19810121,59.625,-0.002092,-0.002092
19810122,59.875,0.004193,0.004193
19810123,60.625,0.012526,0.012526
19810126,62,0.02268,0.02268
19810127,62.375,0.006048,0.006048
19810128,62.125,-0.004008,-0.004008
19810129,61.5,-0.01006,-0.01006
19810130,61.25,-0.004065,-0.004065
19810202,60.625,-0.010204,-0.010204
19810203,60.75,0.002062,0.002062
19810204,60.5,-0.004115,-0.004115
19810205,61.375,0.014463,0.014463
19810206,62,0.010183,0.010183
19810209,62.5,0.008065,0.008065
19810210,63.125,0.01,0.01
19810211,62.75,-0.005941,-0.005941
19810212,62.375,-0.005976,-0.005976
19810213,61.375,-0.016032,-0.016032
19810217,61.75,0.00611,0.00611
19810218,62.75,0.016194,0.016194
19810219,62.5,-0.003984,-0.003984
19810220,63.25,0.012,0.012
19810223,64.75,0.023715,0.023715
19810224,65.5,0.011583,0.011583
19810225,67,0.022901,0.022901
19810226,67.375,0.005597,0.005597
19810227,66.75,-0.009276,-0.009276
19810302,65.625,-0.005618,-0.016854
19810303,65.25,-0.005714,-0.005714
19810304,65.625,0.005747,0.005747
19810305,65.125,-0.007619,-0.007619
19810306,65,-0.001919,-0.001919
19810309,67,0.030769,0.030769
19810310,67.25,0.003731,0.003731
19810311,66.5,-0.011152,-0.011152
19810312,67.75,0.018797,0.018797
19810313,67,-0.01107,-0.01107
19810316,68.5,0.022388,0.022388
19810317,67.375,-0.016423,-0.016423
19810318,67.875,0.007421,0.007421
19810319,67.125,-0.01105,-0.01105
19810320,66.875,-0.003724,-0.003724
19810323,67,0.001869,0.001869
19810324,66,-0.014925,-0.014925
19810325,67,0.015152,0.015152
19810326,66.25,-0.011194,-0.011194
19810327,65.375,-0.013208,-0.013208
19810330,66.25,0.013384,0.013384
19810331,67,0.011321,0.011321
19810401,67.25,0.003731,0.003731
19810402,68.25,0.01487,0.01487
19810403,67.125,-0.016484,-0.016484
19810406,66.5,-0.009311,-0.009311
19810407,65.125,-0.020677,-0.020677
19810408,65.75,0.009597,0.009597
19810409,66,0.003802,0.003802
19810410,66.5,0.007576,0.007576
19810413,66.125,-0.005639,-0.005639
19810414,65.375,-0.011342,-0.011342
19810415,66.25,0.013384,0.013384
19810416,65.875,-0.00566,-0.00566
19810420,66.75,0.013283,0.013283
19810421,66.625,-0.001873,-0.001873
19810422,66.5,-0.001876,-0.001876
19810423,67,0.007519,0.007519
19810424,68.5,0.022388,0.022388
19810427,69.75,0.018248,0.018248
19810428,68,-0.02509,-0.02509
19810429,66.125,-0.027574,-0.027574
19810430,65.625,-0.007561,-0.007561
19810501,65.25,-0.005714,-0.005714
19810504,64.5,-0.011494,-0.011494
19810505,63.625,-0.013566,-0.013566
19810506,63.75,0.001965,0.001965
19810507,63.875,0.001961,0.001961
19810508,63.75,-0.001957,-0.001957
19810511,63.125,-0.009804,-0.009804
19810512,63.25,0.00198,0.00198
19810513,63.25,0,0
19810514,63.875,0.009881,0.009881
19810515,64.625,0.011742,0.011742
19810518,65,0.005803,0.005803
19810519,65,0,0
19810520,65.25,0.003846,0.003846
19810521,65.375,0.001916,0.001916
19810522,65.375,0,0
19810526,66.125,0.011472,0.011472
19810527,66.375,0.003781,0.003781
19810528,66.125,-0.003766,-0.003766
19810529,65.75,-0.005671,-0.005671
19810601,66,0.003802,0.003802
19810602,65.875,-0.001894,-0.001894
19810603,66.25,0.005693,0.005693
19810604,65.5,0.000755,-0.011321
19810605,66,0.007634,0.007634
19810608,66.125,0.001894,0.001894
19810609,65.625,-0.007561,-0.007561
19810610,66.25,0.009524,0.009524
19810611,66.875,0.009434,0.009434
19810612,66.25,-0.009346,-0.009346
19810615,66.25,0,0
19810616,65.875,-0.00566,-0.00566
19810617,65.75,-0.001898,-0.001898
19810618,65,-0.011407,-0.011407
19810619,64.625,-0.005769,-0.005769
19810622,64,-0.009671,-0.009671
19810623,64.5,0.007813,0.007813
19810624,64.5,0,0
19810625,64.25,-0.003876,-0.003876
19810626,63.875,-0.005837,-0.005837
19810629,62.875,-0.015656,-0.015656
19810630,61.875,-0.015905,-0.015905
19810701,60.75,-0.018182,-0.018182
19810702,60.5,-0.004115,-0.004115
19810706,60.5,0,0
19810707,60.75,0.004132,0.004132
19810708,61.375,0.010288,0.010288
19810709,62.375,0.016293,0.016293
19810710,63.375,0.016032,0.016032
19810713,63.125,-0.003945,-0.003945
19810714,63.5,0.005941,0.005941
19810715,63.5,0,0
19810716,63.25,-0.003937,-0.003937
19810717,61.875,-0.021739,-0.021739
19810720,60.25,-0.026263,-0.026263
19810721,59.875,-0.006224,-0.006224
19810722,59.5,-0.006263,-0.006263
19810723,59.5,0,0
19810724,59.75,0.004202,0.004202
19810727,60.125,0.006276,0.006276
19810728,59.75,-0.006237,-0.006237
19810729,59.625,-0.002092,-0.002092
19810730,60.125,0.008386,0.008386
19810731,61,0.014553,0.014553
19810803,60.375,-0.010246,-0.010246
19810804,59.625,-0.012422,-0.012422
19810805,60.75,0.018868,0.018868
19810806,60.5,-0.004115,-0.004115
19810807,60,-0.008264,-0.008264
19810810,59.375,-0.010417,-0.010417
19810811,60.75,0.023158,0.023158
19810812,60,-0.012346,-0.012346
19810813,59.5,-0.008333,-0.008333
19810814,58.125,-0.023109,-0.023109
19810817,58,-0.002151,-0.002151
19810818,57.75,-0.00431,-0.00431
19810819,57.25,-0.008658,-0.008658
19810820,57.25,0,0
19810821,57.25,0,0
19810824,55.875,-0.024017,-0.024017
19810825,56.5,0.011186,0.011186
19810826,56.375,-0.002212,-0.002212
19810827,55.75,-0.011086,-0.011086
19810828,56.625,0.015695,0.015695
19810831,55.875,-0.013245,-0.013245
19810901,56.375,0.008949,0.008949
19810902,56.25,-0.002217,-0.002217
19810903,56.25,0,0
19810904,55.5,-0.013333,-0.013333
19810908,55,-0.009009,-0.009009
19810909,54.25,-0.013636,-0.013636
19810910,53.75,-0.009217,-0.009217
19810911,54.75,0.018605,0.018605
19810914,54.75,0,0
19810915,54,0.000913,-0.013699
19810916,53.5,-0.009259,-0.009259
19810917,52.625,-0.016355,-0.016355
19810918,52,-0.011876,-0.011876
19810921,53.5,0.028846,0.028846
19810922,54.125,0.011682,0.011682
19810923,53.25,-0.016166,-0.016166
19810924,52.5,-0.014085,-0.014085
19810925,52.125,-0.007143,-0.007143
19810928,54.125,0.038369,0.038369
19810929,54.875,0.013857,0.013857
19810930,54.875,0,0
19811001,56.375,0.027335,0.027335
19811002,56.125,-0.004435,-0.004435
19811005,56.5,0.006682,0.006682
19811006,55.875,-0.011062,-0.011062
19811007,56.75,0.01566,0.01566
19811008,57.75,0.017621,0.017621
19811009,56.75,-0.017316,-0.017316
19811012,55.625,-0.019824,-0.019824
19811013,56.625,0.017978,0.017978
19811014,55.5,-0.019868,-0.019868
19811015,56,0.009009,0.009009
19811016,55.75,-0.004464,-0.004464
19811019,55.125,-0.011211,-0.011211
19811020,55.125,0,0
19811021,55.25,0.002268,0.002268
19811022,54.25,-0.0181,-0.0181
19811023,53.75,-0.009217,-0.009217
19811026,54.125,0.006977,0.006977
19811027,54.25,0.002309,0.002309
19811028,53.5,-0.013825,-0.013825
19811029,53.125,-0.007009,-0.007009
19811030,54.25,0.021176,0.021176
19811102,55.625,0.025346,0.025346
19811103,55.75,0.002247,0.002247
19811104,56.5,0.013453,0.013453
19811105,56,-0.00885,-0.00885
19811106,55.25,-0.013393,-0.013393
19811109,55.625,0.006787,0.006787
19811110,56,0.006742,0.006742
19811111,56.75,0.013393,0.013393
19811112,57.125,0.006608,0.006608
19811113,56.5,-0.010941,-0.010941
19811116,55.375,-0.019912,-0.019912
19811117,55.875,0.009029,0.009029
19811118,55.375,-0.008949,-0.008949
19811119,56,0.011287,0.011287
19811120,57,0.017857,0.017857
19811123,57.875,0.015351,0.015351
19811124,59.25,0.023758,0.023758
19811125,59.625,0.006329,0.006329
19811127,60.125,0.008386,0.008386
19811130,60.375,0.004158,0.004158
19811201,59.75,0.002899,-0.010352
19811202,59.125,-0.01046,-0.01046
19811203,59.875,0.012685,0.012685
19811204,59.875,0,0
19811207,60,0.002088,0.002088
19811208,59.375,-0.010417,-0.010417
19811209,59.5,0.002105,0.002105
19811210,59.875,0.006303,0.006303
19811211,59.625,-0.004175,-0.004175
19811214,58,-0.027254,-0.027254
19811215,58.75,0.012931,0.012931
19811216,58.375,-0.006383,-0.006383
19811217,58.5,0.002141,0.002141
19811218,58.625,0.002137,0.002137
19811221,58,-0.010661,-0.010661
19811222,58,0,0
19811223,58.25,0.00431,0.00431
19811224,58,-0.004292,-0.004292
19811228,57.875,-0.002155,-0.002155
19811229,57.25,-0.010799,-0.010799
19811230,57.375,0.002183,0.002183
19811231,57.375,0,0
19820104,58.375,0.017429,0.017429
19820105,57.375,-0.017131,-0.017131
19820106,57.25,-0.002179,-0.002179
19820107,57.625,0.00655,0.00655
19820108,57.625,0,0
19820111,56.5,-0.019523,-0.019523
19820112,56.25,-0.004425,-0.004425
19820113,55.75,-0.008889,-0.008889
19820114,55.5,-0.004484,-0.004484
19820115,56,0.009009,0.009009
19820118,57.5,0.026786,0.026786
19820119,57.625,0.002174,0.002174
19820120,58,0.006508,0.006508
19820121,59.25,0.021552,0.021552
19820122,59,-0.004219,-0.004219
19820125,58.75,-0.004237,-0.004237
19820126,59.375,0.010638,0.010638
19820127,60,0.010526,0.010526
19820128,61,0.016667,0.016667
19820129,62.5,0.02459,0.02459
19820201,61.25,-0.02,-0.02
19820202,62.125,0.014286,0.014286
19820203,62,-0.002012,-0.002012
19820204,62.5,0.008065,0.008065
19820205,63,0.008,0.008
19820208,62,-0.015873,-0.015873
19820209,60.75,-0.020161,-0.020161
19820210,61.375,0.010288,0.010288
19820211,59.875,-0.02444,-0.02444
19820212,60,0.002088,0.002088
19820216,60.125,0.002083,0.002083
19820217,60,-0.002079,-0.002079
19820218,61.25,0.020833,0.020833
19820219,61.375,0.002041,0.002041
19820222,60.75,-0.010183,-0.010183
19820223,61,0.004115,0.004115
19820224,62,0.016393,0.016393
19820225,62.875,0.014113,0.014113
19820226,62.875,0,0
19820301,63.25,0.005964,0.005964
19820302,62.5,-0.011858,-0.011858
19820303,61.125,-0.0092,-0.022
19820304,60.125,-0.01636,-0.01636
19820305,60.25,0.002079,0.002079
19820308,60,-0.004149,-0.004149
19820309,60.625,0.010417,0.010417
19820310,60.625,0,0
19820311,60.625,0,0
19820312,59.25,-0.02268,-0.02268
19820315,59.875,0.010549,0.010549
19820316,59.5,-0.006263,-0.006263
19820317,59.75,0.004202,0.004202
19820318,60.375,0.01046,0.01046
19820319,60,-0.006211,-0.006211
19820322,60.875,0.014583,0.014583
19820323,61.75,0.014374,0.014374
19820324,61.375,-0.006073,-0.006073
19820325,61.75,0.00611,0.00611
19820326,61.5,-0.004049,-0.004049
19820329,62.25,0.012195,0.012195
19820330,62.375,0.002008,0.002008
19820331,63.375,0.016032,0.016032
19820401,64.375,0.015779,0.015779
19820402,64.25,-0.001942,-0.001942
19820405,64.25,0,0
19820406,64.5,0.003891,0.003891
19820407,63.75,-0.011628,-0.011628
19820408,64.25,0.007843,0.007843
19820412,63.875,-0.005837,-0.005837
19820413,63.875,0,0
19820414,63.5,-0.005871,-0.005871
19820415,63.875,0.005906,0.005906
19820416,63.875,0,0
19820419,64.5,0.009785,0.009785
19820420,63.5,-0.015504,-0.015504
19820421,63.75,0.003937,0.003937
19820422,64.125,0.005882,0.005882
19820423,65,0.013645,0.013645
19820426,65.875,0.013462,0.013462
19820427,65.75,-0.001898,-0.001898
19820428,65.5,-0.003802,-0.003802
19820429,64.25,-0.019084,-0.019084
19820430,64.125,-0.001946,-0.001946
19820503,64.375,0.003899,0.003899
19820504,65.5,0.017476,0.017476
19820505,65.875,0.005725,0.005725
19820506,65.25,-0.009488,-0.009488
19820507,65.25,0,0
19820510,64.125,-0.017241,-0.017241
19820511,64,-0.001949,-0.001949
19820512,63.375,-0.009766,-0.009766
19820513,62.875,-0.00789,-0.00789
19820514,62.625,-0.003976,-0.003976
19820517,62.25,-0.005988,-0.005988
19820518,62.125,-0.002008,-0.002008
19820519,62.25,0.002012,0.002012
19820520,62.25,0,0
19820521,62.625,0.006024,0.006024
19820524,62.625,0,0
19820525,62,-0.00998,-0.00998
19820526,62.125,0.002016,0.002016
19820527,62.25,0.002012,0.002012
19820528,61.875,-0.006024,-0.006024
19820601,61.75,-0.00202,-0.00202
19820602,62.125,0.006073,0.006073
19820603,60.875,-0.006439,-0.020121
19820604,60.625,-0.004107,-0.004107
19820607,60.5,-0.002062,-0.002062
19820608,60.625,0.002066,0.002066
19820609,60.75,0.002062,0.002062
19820610,61,0.004115,0.004115
19820611,62,0.016393,0.016393
19820614,61.25,-0.012097,-0.012097
19820615,61.25,0,0
19820616,61.25,0,0
19820617,60.75,-0.008163,-0.008163
19820618,60.5,-0.004115,-0.004115
19820621,60.75,0.004132,0.004132
19820622,62,0.020576,0.020576
19820623,62.625,0.010081,0.010081
19820624,63.25,0.00998,0.00998
19820625,62.375,-0.013834,-0.013834
19820628,63.375,0.016032,0.016032
19820629,63.75,0.005917,0.005917
19820630,63.625,-0.001961,-0.001961
19820701,63.5,-0.001965,-0.001965
19820702,63.5,0,0
19820706,64.375,0.01378,0.01378
19820707,63.5,-0.013592,-0.013592
19820708,64.75,0.019685,0.019685
19820709,65.875,0.017375,0.017375
19820712,67.25,0.020873,0.020873
19820713,67.625,0.005576,0.005576
19820714,68.5,0.012939,0.012939
19820715,68.125,-0.005474,-0.005474
19820716,69.375,0.018349,0.018349
19820719,68.75,-0.009009,-0.009009
19820720,68.75,0,0
19820721,68,-0.010909,-0.010909
19820722,67.75,-0.003676,-0.003676
19820723,67.375,-0.005535,-0.005535
19820726,67.375,0,0
19820727,66.375,-0.014842,-0.014842
19820728,65.875,-0.007533,-0.007533
19820729,66.125,0.003795,0.003795
19820730,65.75,-0.005671,-0.005671
19820802,67.25,0.022814,0.022814
19820803,67.5,0.003717,0.003717
19820804,66,-0.022222,-0.022222
19820805,65.625,-0.005682,-0.005682
19820806,64.375,-0.019048,-0.019048
19820809,64.375,0,0
19820810,64.125,-0.003883,-0.003883
19820811,63.125,-0.015595,-0.015595
